om,yr,mo,dy,date,time,ts,UTC,tz,st,slat,slon,elat,elon,tempmax,tempmin,temp,humidity,dew,precip,preciptype,windspeed,winddir,pressure,cloudcover,visibility
620323,2021,7,29,7/29/2021,0:23:00,7/29/2021 0:23,7/29/2021 5:23,3,WI,43.0154,-88.5471,42.9865,-88.5015,,,76.5,96.4,75.4,0,,0.5,286,1012.8,35.3,9.9
620324,2021,7,29,7/29/2021,0:26:00,7/29/2021 0:26,7/29/2021 5:26,3,WI,43.0358,-88.4904,43.0218,-88.4832,,,76.9,93.7,74.9,0,,1.1,259,1012.6,41,9.9
620325,2021,7,29,7/29/2021,0:32:00,7/29/2021 0:32,7/29/2021 5:32,3,WI,43.0306,-88.3464,43.0009,-88.3203,,,78.2,89.9,75,0,,2.3,258,1012.5,81.1,9.9
620326,2021,7,29,7/29/2021,0:38:00,7/29/2021 0:38,7/29/2021 5:38,3,WI,42.985,-88.3078,42.9741,-88.2987,,,78.3,89.1,74.9,0,,2.4,261,1012.5,86.6,9.9
620327,2021,7,29,7/29/2021,10:40:00,7/29/2021 10:40,7/29/2021 15:40,3,PA,41.5838,-79.9634,41.5792,-79.9543,,,69.6,94.2,67.9,0.128,['rain'],10.4,236,1011.4,100,2.6
620328,2021,7,29,7/29/2021,10:55:00,7/29/2021 10:55,7/29/2021 15:55,3,PA,41.499,-79.795,41.5,-79.79,,,70,93.3,67.9,0.145,['rain'],10.2,231,1011.5,100,2.9
620329,2021,7,29,7/29/2021,11:54:00,7/29/2021 11:54,7/29/2021 16:54,3,PA,40.1061,-79.454,40.0897,-79.3634,,,74.9,76.9,67.2,0,,10.8,216,1014.4,42.2,9
620330,2021,7,29,7/29/2021,12:25:00,7/29/2021 12:25,7/29/2021 17:25,3,PA,40.0099,-79.2367,40.0079,-79.2338,,,72.8,78.3,65.7,0,,11.1,233,1015.5,7.9,9.6
620331,2021,7,29,7/29/2021,14:04:00,7/29/2021 14:04,7/29/2021 19:04,3,PA,40.611,-75.807,40.622,-75.754,,,79.3,69.9,68.7,0,,8.6,191,1012.6,74.6,9.9
620332,2021,7,29,7/29/2021,14:25:00,7/29/2021 14:25,7/29/2021 19:25,3,PA,40.758,-75.624,40.765,-75.604,,,77.8,69.6,67.1,0,,8.8,190,1012.9,75.3,9.7
620333,2021,7,29,7/29/2021,14:50:00,7/29/2021 14:50,7/29/2021 19:50,3,OH,40.19,-81.01,40.18,-80.96,,,79.9,77.7,72.3,0,,10.1,230,1011.7,93.4,9.9
620334,2021,7,29,7/29/2021,14:59:00,7/29/2021 14:59,7/29/2021 19:59,3,OH,40.627,-80.995,40.549,-80.938,,,81.4,72.9,71.9,0,,9.1,236,1011.1,94.1,9.9
620335,2021,7,29,7/29/2021,15:07:00,7/29/2021 15:07,7/29/2021 20:07,3,MD,39.1811,-76.8219,39.1823,-76.8167,,,87.9,56.2,70.4,0,,7.1,215,1011.6,77.3,9.8
620336,2021,7,29,7/29/2021,15:15:00,7/29/2021 15:15,7/29/2021 20:15,3,OH,40.542,-80.908,40.515,-80.887,,,80.5,75.3,72,0,,9.8,234,1011.4,93.4,9.9
620337,2021,7,29,7/29/2021,15:16:00,7/29/2021 15:16,7/29/2021 20:16,3,OH,39.6187,-81.4614,39.6177,-81.461,,,86.1,62.6,71.8,0,,12,236,1012.2,23.3,7.9
620338,2021,7,29,7/29/2021,15:20:00,7/29/2021 15:20,7/29/2021 20:20,3,PA,40.617,-79.096,40.617,-79.095,,,75.2,94.1,73.4,0.039,['rain'],10.3,240,1012.9,100,8.1
620339,2021,7,29,7/29/2021,15:20:00,7/29/2021 15:20,7/29/2021 20:20,3,OH,39.5778,-83.2372,39.5672,-83.2288,,,86.3,63.8,72.6,0,,12.7,255,1012.6,14.4,9.3
620340,2021,7,29,7/29/2021,15:34:00,7/29/2021 15:34,7/29/2021 20:34,3,PA,40.4295,-76.3523,40.4263,-76.3389,,,77.5,83.5,72.1,0.003,['rain'],7.8,224,1009.6,83.8,6.1
620341,2021,7,29,7/29/2021,15:40:00,7/29/2021 15:40,7/29/2021 20:40,3,PA,40.393,-75.106,40.367,-75.068,,,78.9,70.7,68.5,0,,7,170,1009.8,53.8,9.7
620342,2021,7,29,7/29/2021,15:45:00,7/29/2021 15:45,7/29/2021 20:45,3,OH,40.372,-80.743,40.347,-80.714,,,80.7,74.1,71.6,0,,13.7,242,1011.1,98.2,9.9
620343,2021,7,29,7/29/2021,15:54:00,7/29/2021 15:54,7/29/2021 20:54,3,NJ,40.8211,-74.2459,40.8261,-74.245,,,78.6,69,67.6,0.002,['rain'],7.8,170,1011.1,90.5,9.9
620344,2021,7,29,7/29/2021,15:59:00,7/29/2021 15:59,7/29/2021 20:59,3,PA,40.345,-74.948,40.297,-74.846,,,78.2,77.9,70.7,0,,7,178,1009.9,69,9.3
620344,2021,7,29,7/29/2021,15:59:00,7/29/2021 15:59,7/29/2021 20:59,3,PA,40.345,-74.948,40.3428,-74.9435,,,78.2,77.9,70.7,0,,7,178,1009.9,69,9.3
620344,2021,7,29,7/29/2021,16:01:00,7/29/2021 16:01,7/29/2021 21:01,3,NJ,40.3428,-74.9434,40.297,-74.846,,,78.1,78.4,70.8,0,,7,178,1009.9,70,9.3
620345,2021,7,29,7/29/2021,16:00:00,7/29/2021 16:00,7/29/2021 21:00,3,PA,39.962,-80.516,39.932,-80.48,,,80,76.2,71.8,0,,13.9,239,1011.4,95.7,9.8
620346,2021,7,29,7/29/2021,16:10:00,7/29/2021 16:10,7/29/2021 21:10,3,PA,40.4803,-78.8383,40.4802,-78.8371,,,73.5,80.8,67.3,0,,13.7,240,1011.4,82.9,7.3
620347,2021,7,29,7/29/2021,16:40:00,7/29/2021 16:40,7/29/2021 21:40,3,IL,39.2687,-88.1056,39.2613,-88.1043,,,88.2,74.9,79.3,0,,7.2,282,1013.6,17.5,9.9
620348,2021,7,29,7/29/2021,16:56:00,7/29/2021 16:56,7/29/2021 21:56,3,NJ,40.237,-74.585,40.239,-74.554,,,76,89.4,72.7,0,,10.7,170,1008.9,97.8,9
620349,2021,7,29,7/29/2021,17:04:00,7/29/2021 17:04,7/29/2021 22:04,3,PA,40.13,-75.005,40.13,-74.941,,,78,81.6,71.9,0.011,['rain'],6,170,1009.5,55.1,9.9
620350,2021,7,29,7/29/2021,17:07:00,7/29/2021 17:07,7/29/2021 22:07,3,PA,40.082,-75.033,40.08,-75.025,,,78.2,81.3,72,0.012,['rain'],5.8,185,1009.6,50.5,9.9
620351,2021,7,29,7/29/2021,17:58:00,7/29/2021 17:58,7/29/2021 22:58,3,IN,39.484,-85.7357,39.455,-85.707,,,87.8,70.3,76.9,0,,10.2,231,1011.7,89.2,9.9
620352,2021,7,29,7/29/2021,18:14:00,7/29/2021 18:14,7/29/2021 23:14,3,IN,39.4265,-85.6784,39.4168,-85.6744,,,87.3,71.5,77,0,,9.8,233,1011.8,89.4,9.9
620353,2021,7,29,7/29/2021,18:20:00,7/29/2021 18:20,7/29/2021 23:20,3,IL,38.9471,-87.6053,38.9416,-87.6037,,,86.9,79.1,79.7,0,,4.8,244,1014,40.6,9.9
620354,2021,7,29,7/29/2021,18:42:00,7/29/2021 18:42,7/29/2021 23:42,3,NJ,39.775,-74.397,39.795,-74.277,,,75.6,93.6,73.6,0.007,['rain'],13.5,174,1007.7,100,8.3
620355,2021,7,29,7/29/2021,19:03:00,7/29/2021 19:03,7/30/2021 0:03,3,NJ,39.754,-74.191,39.754,-74.112,,,75.6,93,73.5,0.008,['rain'],13.4,170,1007.5,100,8
620356,2021,7,31,7/31/2021,9:50:00,7/31/2021 9:50,7/31/2021 14:50,3,MO,37.82,-90.4,37.81,-90.39,,,74.9,84.9,70,0,,5.8,169,1018,100,9.9
620357,2021,8,1,8/1/2021,10:14:00,8/1/2021 10:14,8/1/2021 15:14,3,NC,36.2951,-75.8094,36.2881,-75.8059,,,81.4,81.3,75.1,0,,13.8,130,1011,44.4,9.9
620358,2021,8,2,8/2/2021,12:40:00,8/2/2021 12:40,8/2/2021 17:40,3,FL,29.0782,-80.9548,29.0792,-80.9453,,,91,61,75.7,0.001,['rain'],7.6,210,1016.5,83.1,9.9
620359,2021,8,2,8/2/2021,17:35:00,8/2/2021 17:35,8/2/2021 22:35,3,TX,29.5231,-94.5721,29.5174,-94.562,,,88.7,62.2,74.1,0,,8.4,230,1012.7,21.6,9.9
620360,2021,8,7,8/7/2021,11:47:00,8/7/2021 11:47,8/7/2021 16:47,3,VA,36.592,-77.227,36.612,-77.23,,,75.6,98,75,0.032,['rain'],5.9,164,1017.9,97.2,8.5
620361,2021,8,7,8/7/2021,15:29:00,8/7/2021 15:29,8/7/2021 20:29,3,WI,43.1305,-90.7199,43.0763,-90.5495,,,74.9,84.8,70,0,,4.8,100,1012.6,98.2,6.9
620362,2021,8,7,8/7/2021,16:09:00,8/7/2021 16:09,8/7/2021 21:09,3,WI,43.0799,-90.3937,43.0618,-90.2427,,,74.8,83.6,69.5,0,,7.3,118,1011.8,80.4,9.9
620363,2021,8,8,8/8/2021,14:52:00,8/8/2021 14:52,8/8/2021 19:52,3,WI,43.983,-89.5544,44.0322,-89.5409,,,81.8,76.4,73.6,0,,8.8,151,1008.2,97.4,9.7
620364,2021,8,8,8/8/2021,15:36:00,8/8/2021 15:36,8/8/2021 20:36,3,IA,43.454,-95.583,43.445,-95.575,,,75.2,82.8,69.6,0,,10.3,198,1006.1,97.2,9.9
620365,2021,8,8,8/8/2021,15:47:00,8/8/2021 15:47,8/8/2021 20:47,3,IA,43.415,-95.546,43.386,-95.524,,,75.6,82,69.7,0,,9.7,202,1006.1,96.6,9.9
620366,2021,8,8,8/8/2021,18:14:00,8/8/2021 18:14,8/8/2021 23:14,3,MO,36.64,-90.302,36.64,-90.3,,,83,77.2,75.1,0.108,['rain'],10.4,181,1012.5,39,7.6
620367,2021,8,8,8/8/2021,19:12:00,8/8/2021 19:12,8/9/2021 0:12,3,IA,42.698,-94.923,42.694,-94.921,,,76.7,87.8,72.8,0.052,['rain'],11.7,253,1006.4,15.6,8.9
620368,2021,8,8,8/8/2021,22:00:00,8/8/2021 22:00,8/9/2021 3:00,3,IA,42.4292,-94.2684,42.4412,-94.2404,,,74.9,92.6,72.6,0.008,['rain'],6.9,188,1008.5,53,9.6
620369,2021,8,8,8/8/2021,22:19:00,8/8/2021 22:19,8/9/2021 3:19,3,IA,42.3844,-94.1794,42.3666,-94.1563,,,75.2,93.1,73.1,0.006,['rain'],6.9,193,1008.2,54.8,9.4
620370,2021,8,8,8/8/2021,22:47:00,8/8/2021 22:47,8/9/2021 3:47,3,IA,42.3149,-94.2042,42.3004,-94.1735,,,74.8,94.4,73.1,0.005,['rain'],6.6,199,1008.1,60.3,8.4
620371,2021,8,8,8/8/2021,23:02:00,8/8/2021 23:02,8/9/2021 4:02,3,IA,42.2877,-94.1444,42.2681,-94.1419,,,74.8,95.1,73.3,0.004,['rain'],6.9,197,1008,56,8.5
620372,2021,8,8,8/8/2021,23:06:00,8/8/2021 23:06,8/9/2021 4:06,3,IA,42.274,-94.1342,42.268,-94.1288,,,74.9,95.2,73.4,0.003,['rain'],7,197,1008,56.2,8.6
620373,2021,8,9,8/9/2021,13:52:00,8/9/2021 13:52,8/9/2021 18:52,3,WI,42.5579,-88.9093,42.5871,-88.8594,,,76,85.6,71.4,0.032,['rain'],10.8,202,1009.4,97.7,9.9
620374,2021,8,9,8/9/2021,15:35:00,8/9/2021 15:35,8/9/2021 20:35,3,IL,42.0538,-88.9383,42.0538,-88.9359,,,82.8,79.7,75.9,0,,14,196,1008.9,100,9.9
620375,2021,8,9,8/9/2021,15:44:00,8/9/2021 15:44,8/9/2021 20:44,3,IL,42.0628,-88.8742,42.0645,-88.8392,,,82.1,80.5,75.5,0,,14.1,196,1009.1,100,9.9
620376,2021,8,9,8/9/2021,15:45:00,8/9/2021 15:45,8/9/2021 20:45,3,IL,42.3622,-88.2786,42.3622,-88.2716,,,75.8,86.7,71.5,0.012,['rain'],7.1,171,1008.5,100,8.2
620377,2021,8,9,8/9/2021,16:24:00,8/9/2021 16:24,8/9/2021 21:24,3,IL,42.0472,-88.5905,42.0382,-88.5185,,,78.6,83.6,73.3,0,,15.9,195,1009.8,96,9.9
620378,2021,8,9,8/9/2021,16:28:00,8/9/2021 16:28,8/9/2021 21:28,3,IL,42.0024,-89.0029,42.0001,-88.8703,,,83.1,82.4,77.2,0,,13.5,196,1009.1,100,9.9
620379,2021,8,9,8/9/2021,17:03:00,8/9/2021 17:03,8/9/2021 22:03,3,IL,41.7068,-89.005,41.7163,-88.9825,,,83.4,84.6,78.2,0,,11.2,201,1009,81.3,8.3
620380,2021,8,9,8/9/2021,17:13:00,8/9/2021 17:13,8/9/2021 22:13,3,IL,41.53,-89.34,41.53,-89.34,,,83.8,79.4,76.8,0,,12.3,219,1005.5,81,9.5
620381,2021,8,9,8/9/2021,17:13:00,8/9/2021 17:13,8/9/2021 22:13,3,IL,41.9623,-88.6706,41.9574,-88.6423,,,80.1,84.7,75.1,0,,16.2,200,1009.5,71.7,9.9
620382,2021,8,9,8/9/2021,17:26:00,8/9/2021 17:26,8/9/2021 22:26,3,IL,41.9526,-88.6043,41.9519,-88.6014,,,80.2,83.9,74.9,0,,15.5,199,1009.4,72.9,9.9
620383,2021,8,9,8/9/2021,17:28:00,8/9/2021 17:28,8/9/2021 22:28,3,IL,41.9507,-88.5961,41.9414,-88.5226,,,80.2,83.8,74.8,0,,15.4,198,1009.4,73.3,9.9
620384,2021,8,9,8/9/2021,17:38:00,8/9/2021 17:38,8/9/2021 22:38,3,IL,41.9444,-88.5059,41.9446,-88.5049,,,80.4,81.9,74.4,0,,16.4,204,1009,86.2,9.9
620385,2021,8,9,8/9/2021,17:57:00,8/9/2021 17:57,8/9/2021 22:57,3,IL,41.47,-89.3,41.47,-89.25,,,83.8,79.7,76.8,0.001,['rain'],12.1,190,1007.5,79.1,9.9
620386,2021,8,9,8/9/2021,18:16:00,8/9/2021 18:16,8/9/2021 23:16,3,ND,48.45,-98.99,48.51,-98.93,,,73.3,86.9,69.1,0,,12.2,90,979.3,0,5.9
620387,2021,8,9,8/9/2021,18:24:00,8/9/2021 18:24,8/9/2021 23:24,3,IL,41.41,-89.55,41.41,-89.52,,,84.2,79.7,77.2,0,,10.8,202,1004.7,84.2,9.9
620388,2021,8,9,8/9/2021,19:34:00,8/9/2021 19:34,8/10/2021 0:34,3,ND,47.56,-98.28,47.56,-98.2745,,,85.5,45,61.7,0,,18.6,137,1003.6,5.3,9.8
620389,2021,8,9,8/9/2021,20:20:00,8/9/2021 20:20,8/10/2021 1:20,3,ND,47.67,-97.87,47.66,-97.81,,,85.9,46.8,63.2,0,,16.9,115,1005,28.2,8.4
620390,2021,8,9,8/9/2021,20:42:00,8/9/2021 20:42,8/10/2021 1:42,3,ND,47.76,-97.67,47.7619,-97.6466,,,83.9,55,66,0,,10.1,109,1003.5,81,7.1
620391,2021,8,9,8/9/2021,21:55:00,8/9/2021 21:55,8/10/2021 2:55,3,MN,47.86,-96.85,47.88,-96.7772,,,83.3,49.3,62.3,0,,12,142,1004.2,36.7,8.7
620392,2021,8,9,8/9/2021,22:05:00,8/9/2021 22:05,8/10/2021 3:05,3,MN,47.89,-96.73,47.9004,-96.6841,,,83.9,46.5,61.2,0,,15.1,164,1004.4,6.9,9.5
620393,2021,8,10,8/10/2021,15:43:00,8/10/2021 15:43,8/10/2021 20:43,3,KS,38.0146,-99.7541,38.0149,-99.758,,,100.1,27.9,61.1,0,,12.8,220,1008,0,9.9
620394,2021,8,10,8/10/2021,15:50:00,8/10/2021 15:50,8/10/2021 20:50,3,FL,28.21,-82.62,28.21,-82.62,,,90,59.8,74.1,0,,6.7,284,1019.5,75,9.9
620395,2021,8,10,8/10/2021,16:58:00,8/10/2021 16:58,8/10/2021 21:58,3,WI,44.5383,-88.5296,44.5299,-88.4908,,,88.6,68.3,76.8,0,,9.5,208,1007,77.9,9.9
620396,2021,8,10,8/10/2021,17:33:00,8/10/2021 17:33,8/10/2021 22:33,3,IL,42.0394,-88.9328,42.0415,-88.9219,,,90.9,73.5,81.2,0,,12.3,200,1010,71.8,9.9
620397,2021,8,11,8/11/2021,12:40:00,8/11/2021 12:40,8/11/2021 17:40,3,OH,41.6664,-84.3284,41.6651,-84.3248,,,82.4,77.2,74.6,0,,14.2,216,1013.2,74.5,9.9
620398,2021,8,11,8/11/2021,12:45:00,8/11/2021 12:45,8/11/2021 17:45,3,WI,43.8562,-90.6415,43.8443,-90.524,,,76.8,84.5,71.8,0,,7.3,201,1006.4,93.5,9.9
620399,2021,8,11,8/11/2021,12:49:00,8/11/2021 12:49,8/11/2021 17:49,3,OH,40.8405,-84.5042,40.8481,-84.4681,,,85,73.8,75.7,0,,14.7,212,1014.2,46.8,9.9
620400,2021,8,11,8/11/2021,12:55:00,8/11/2021 12:55,8/11/2021 17:55,3,WI,43.8608,-90.5112,43.869,-90.4567,,,78.6,83.3,73.1,0,,5.8,202,1006.1,88.8,9.9
620401,2021,8,11,8/11/2021,13:00:00,8/11/2021 13:00,8/11/2021 18:00,3,OH,40.7749,-84.4121,40.766,-84.3239,,,84.5,73.1,75,0,,14.4,212,1014.6,16.7,9.7
620402,2021,8,11,8/11/2021,13:08:00,8/11/2021 13:08,8/11/2021 18:08,3,WI,44.6594,-88.3125,44.6591,-88.3051,,,81.1,82,75,0,,7.7,226,1005.7,59.2,9.9
620403,2021,8,11,8/11/2021,13:14:00,8/11/2021 13:14,8/11/2021 18:14,3,WI,44.6749,-88.245,44.6697,-88.1997,,,81.4,81.1,75.1,0,,8.4,225,1005.7,54.6,9.9
620404,2021,8,11,8/11/2021,16:40:00,8/11/2021 16:40,8/11/2021 21:40,3,IA,42.4,-90.96,42.4,-90.95,,,86.7,78.4,79.2,0,,19.1,219,1006.7,45.1,9.7
620405,2021,8,11,8/11/2021,17:08:00,8/11/2021 17:08,8/11/2021 22:08,3,WI,42.8982,-90.2904,42.8964,-90.2903,,,82.5,70.3,71.8,0,,11.4,229,1007.4,99,9.8
620406,2021,8,11,8/11/2021,17:12:00,8/11/2021 17:12,8/11/2021 22:12,3,WI,42.8748,-90.1129,42.8734,-90.0932,,,82.7,71.2,72.4,0,,11.4,227,1007.3,96,9.6
620407,2021,8,11,8/11/2021,19:01:00,8/11/2021 19:01,8/12/2021 0:01,3,MI,42.7375,-85.8041,42.727,-85.7505,,,83,59.2,67.3,0,,11.2,208,1009.2,23.2,9.9
620408,2021,8,12,8/12/2021,15:32:00,8/12/2021 15:32,8/12/2021 20:32,3,TX,29.922,-95.7281,29.9265,-95.7282,,,95.5,46.6,71.8,0,,8.1,162,1016.9,53,9.9
620409,2021,8,13,8/13/2021,18:15:00,8/13/2021 18:15,8/13/2021 23:15,3,NV,40.67,-115.67,40.67,-115.67,,,97.1,13.4,38.9,0,,5.8,230,1014.6,0,9.9
620410,2021,8,16,8/16/2021,23:25:00,8/16/2021 23:25,8/17/2021 4:25,3,GA,32.0775,-84.2087,32.093,-84.2192,,,77,88.7,73.4,0.1,['rain'],11.4,85,1013.6,100,9.6
620411,2021,8,17,8/17/2021,2:34:00,8/17/2021 2:34,8/17/2021 7:34,3,GA,33.1523,-84.7178,33.1688,-84.7724,,,73.5,90.2,70.4,0.106,['rain'],8.9,60,1013,100,7.6
620412,2021,8,17,8/17/2021,3:47:00,8/17/2021 3:47,8/17/2021 8:47,3,GA,32.6123,-83.3609,32.6495,-83.3672,,,77.3,96.1,76.1,0.225,['rain'],6.3,120,1011.6,100,3.2
620413,2021,8,17,8/17/2021,4:24:00,8/17/2021 4:24,8/17/2021 9:24,3,GA,33.5824,-83.2554,33.6539,-83.2991,,,71.8,99.3,71.6,0.129,['rain'],5.2,83,1014.6,100,5.5
620414,2021,8,17,8/17/2021,4:27:00,8/17/2021 4:27,8/17/2021 9:27,3,GA,32.9429,-83.3521,32.9617,-83.375,,,76.9,96.5,75.8,0.232,['rain'],5.7,120,1011,100,2.9
620415,2021,8,17,8/17/2021,6:20:00,8/17/2021 6:20,8/17/2021 11:20,3,GA,34.1387,-83.2653,34.188,-83.3505,,,73.3,93,71.1,0.062,['rain'],11.1,67,1013.8,100,7.6
620416,2021,8,17,8/17/2021,8:24:00,8/17/2021 8:24,8/17/2021 13:24,3,GA,34.333,-83.4161,34.4025,-83.4696,,,73.2,91.4,70.5,0.437,['rain'],11.7,87,1013.9,100,3.1
620417,2021,8,17,8/17/2021,9:15:00,8/17/2021 9:15,8/17/2021 14:15,3,NC,35.804,-81.022,35.868,-81.067,,,72.3,96.1,71.1,0.074,['rain'],5.7,68,1019.9,100,9.6
620418,2021,8,17,8/17/2021,10:50:00,8/17/2021 10:50,8/17/2021 15:50,3,SC,34.797,-82.928,34.797,-82.928,,,74.1,99.1,73.8,0.047,['rain'],11.3,96,1015.3,100,3.7
620419,2021,8,17,8/17/2021,10:54:00,8/17/2021 10:54,8/17/2021 15:54,3,NC,36.0669,-80.8831,36.0771,-80.8872,,,72.3,97.5,71.5,0.048,['rain'],6.3,61,1021.4,100,7.3
620420,2021,8,17,8/17/2021,10:59:00,8/17/2021 10:59,8/17/2021 15:59,3,SC,34.621,-82.725,34.621,-82.725,,,74.4,98.2,73.9,0.075,['rain'],13.7,94,1014.9,100,3.7
620421,2021,8,17,8/17/2021,11:03:00,8/17/2021 11:03,8/17/2021 16:03,3,SC,33.6259,-82.0096,33.6466,-82.0013,,,82.1,82.2,76.2,0,,13.1,122,1014.9,97.7,9.9
620422,2021,8,17,8/17/2021,11:11:00,8/17/2021 11:11,8/17/2021 16:11,3,NC,36.1725,-80.9278,36.1817,-80.9319,,,70,99.5,69.9,0.027,['rain'],5.8,57,1022.5,100,8.9
620423,2021,8,17,8/17/2021,12:34:00,8/17/2021 12:34,8/17/2021 17:34,3,GA,34.898,-83.282,34.898,-83.282,,,74.2,98.9,73.9,0.414,['rain'],6.6,100,1013.4,100,2.4
620424,2021,8,17,8/17/2021,12:53:00,8/17/2021 12:53,8/17/2021 17:53,3,SC,34.765,-82.3,34.798,-82.313,,,76.6,90.1,73.5,0.036,['rain'],13.3,81,1014.6,100,7.6
620425,2021,8,17,8/17/2021,13:31:00,8/17/2021 13:31,8/17/2021 18:31,3,SC,33.9508,-81.4697,34.079,-81.419,,,84.4,74.5,75.4,0.012,['rain'],11.5,139,1015.3,92.4,9.9
620426,2021,8,17,8/17/2021,13:33:00,8/17/2021 13:33,8/17/2021 18:33,3,SC,33.9713,-81.4971,34.0338,-81.4956,,,84.2,75,75.4,0.013,['rain'],11.4,139,1015.3,92.7,9.9
620427,2021,8,17,8/17/2021,13:49:00,8/17/2021 13:49,8/17/2021 18:49,3,SC,34.079,-81.419,34.107,-81.413,,,85.5,70.4,74.7,0,,11.8,133,1015.7,92.3,9.9
620428,2021,8,17,8/17/2021,13:53:00,8/17/2021 13:53,8/17/2021 18:53,3,SC,34.107,-81.413,34.1476,-81.4019,,,85.3,70.6,74.6,0,,11.7,132,1015.7,92.7,9.9
620429,2021,8,17,8/17/2021,15:40:00,8/17/2021 15:40,8/17/2021 20:40,3,SC,33.59,-80.8721,33.603,-80.872,,,83.9,75.6,75.4,0.011,['rain'],15.4,142,1015.1,88.9,8.8
620430,2021,8,17,8/17/2021,16:07:00,8/17/2021 16:07,8/17/2021 21:07,3,SC,34.657,-82.168,34.657,-82.168,,,80,83.5,74.5,0.181,['rain'],12.7,143,1012.7,96.3,7.8
620431,2021,8,17,8/17/2021,16:18:00,8/17/2021 16:18,8/17/2021 21:18,3,SC,34.728,-82.144,34.746,-82.131,,,79.6,84.4,74.5,0.207,['rain'],11.9,141,1012.3,95.8,7.1
620432,2021,8,17,8/17/2021,18:47:00,8/17/2021 18:47,8/17/2021 23:47,3,SC,33.9777,-81.5821,33.9785,-81.5809,,,80.9,86.7,76.6,0.001,['rain'],11.4,136,1013.6,75.1,9.9
620433,2021,8,18,8/18/2021,10:46:00,8/18/2021 10:46,8/18/2021 15:46,3,PA,40.6474,-76.5331,40.6479,-76.5332,,,79.8,81.2,73.5,0,,7.6,112,1020.9,95.4,8.1
620434,2021,8,18,8/18/2021,13:16:00,8/18/2021 13:16,8/18/2021 18:16,3,PA,39.9391,-77.0619,39.9477,-77.0585,,,82.2,72.5,72.5,0.016,['rain'],17.7,131,1018.1,94.2,9.9
620435,2021,8,18,8/18/2021,14:35:00,8/18/2021 14:35,8/18/2021 19:35,3,PA,40.798,-76.991,40.806,-76.991,,,79,82.2,73.1,0.006,['rain'],7.2,126,1016.4,100,9.7
620436,2021,8,18,8/18/2021,16:31:00,8/18/2021 16:31,8/18/2021 21:31,3,PA,40.4506,-76.9074,40.5241,-76.8779,,,80.5,81.5,74.3,0.084,['rain'],10.3,120,1015.3,95.7,8.8
620437,2021,8,18,8/18/2021,18:35:00,8/18/2021 18:35,8/18/2021 23:35,3,PA,39.856,-76.627,39.863,-76.618,,,75.5,88.3,71.8,0.471,['rain'],12.3,273,1015.2,95.9,2.4
620438,2021,8,18,8/18/2021,19:15:00,8/18/2021 19:15,8/19/2021 0:15,3,PA,40.525,-76.001,40.54,-75.996,,,79.4,82.3,73.5,0.149,['rain'],11.7,163,1015.8,98.7,2.7
620439,2021,8,18,8/18/2021,22:25:00,8/18/2021 22:25,8/19/2021 3:25,3,PA,40.284,-75.322,40.392,-75.235,,,77.3,89.1,73.9,0.017,['rain'],8.3,152,1016.7,100,8.3
620440,2021,8,19,8/19/2021,0:38:00,8/19/2021 0:38,8/19/2021 5:38,3,NJ,40.902,-74.533,40.913,-74.525,,,78.4,89,74.9,0.089,['rain'],9.5,160,1015.7,100,9.4
620441,2021,8,19,8/19/2021,8:15:00,8/19/2021 8:15,8/19/2021 13:15,3,CT,41.9942,-71.898,42.0463,-71.8411,,,71.8,95.7,70.5,0.191,['rain'],5.2,107,1016.4,100,1.3
620441,2021,8,19,8/19/2021,8:15:00,8/19/2021 8:15,8/19/2021 13:15,3,CT,41.9942,-71.898,42.0241,-71.8627,,,71.8,95.7,70.5,0.191,['rain'],5.2,107,1016.4,100,1.3
620441,2021,8,19,8/19/2021,8:21:00,8/19/2021 8:21,8/19/2021 13:21,3,MA,42.0241,-71.8627,42.0463,-71.8411,,,71.5,96.2,70.3,0.166,['rain'],5.2,105,1016.6,100,1
620442,2021,8,19,8/19/2021,11:30:00,8/19/2021 11:30,8/19/2021 16:30,3,MA,42.4153,-71.6793,42.4213,-71.6726,,,74.8,89.9,71.6,0.484,['rain'],3.9,107,1014.3,100,8.6
620443,2021,8,19,8/19/2021,17:07:00,8/19/2021 17:07,8/19/2021 22:07,3,CO,40.52,-102.11,40.52,-102.11,,,83.1,51.3,63.3,0.005,['rain'],23.3,148,1009.6,63.6,8.7
620444,2021,8,19,8/19/2021,17:09:00,8/19/2021 17:09,8/19/2021 22:09,3,CO,40.55,-102.13,40.55,-102.13,,,82.6,52.2,63.3,0.005,['rain'],23,148,1009.8,65.4,8.6
620445,2021,8,19,8/19/2021,17:20:00,8/19/2021 17:20,8/19/2021 22:20,3,CO,40.53,-102.14,40.53,-102.14,,,82.6,52.1,63.2,0.005,['rain'],23,148,1009.8,65.3,8.7
620446,2021,8,20,8/20/2021,14:34:00,8/20/2021 14:34,8/20/2021 19:34,3,IA,43.334,-95.793,43.379,-95.762,,,82.1,77.5,74.4,0,,12.1,152,1006.8,90,9.9
620447,2021,8,20,8/20/2021,15:18:00,8/20/2021 15:18,8/20/2021 20:18,3,ND,47.107,-97.3108,47.113,-97.3043,,,76.1,86.1,71.6,0.146,['rain'],9.7,177,1002.7,53.9,9.5
