,temp,humidity,dew,precip,preciptype,windspeed,winddir,pressure,cloudcover,visibility,mean,max,min,var,nonzeros,above_threshold,label,set
11923,94.1,46.4,70.5,0.0,0,1.6,288.0,1005.9,4.8,9.9,0.6351875066757202,54.70000076293945,0.0,27.50259017944336,26,26,1,train
12081,86.2,69.9,75.2,0.0,0,1.1,310.0,1011.6,6.0,9.7,4.433687686920166,51.900001525878906,0.0,146.51429748535156,200,200,1,train
9862,80.9,88.1,77.0,0.0,0,6.7,229.0,1013.0,85.7,8.1,0.0,0.0,0.0,0.0,0,0,1,train
5670,84.2,59.3,68.5,0.0,0,16.4,225.0,1004.4,68.6,9.9,23.203685760498047,52.10000228881836,0.0,393.3960266113281,970,970,1,train
11894,84.8,63.7,71.1,0.0,0,6.2,56.0,1019.5,84.6,9.9,12.599687576293945,56.5,0.0,337.7618408203125,556,556,1,val
13233,95.5,39.2,66.8,0.0,0,5.7,253.0,1010.6,23.4,9.9,0.34056246280670166,33.70000076293945,0.0,8.980072975158691,22,22,1,train
12157,91.3,36.5,61.1,0.0,0,7.2,150.0,1015.6,49.2,9.9,5.3495001792907715,50.900001525878906,0.0,134.14942932128906,334,334,1,train
14621,64.4,91.7,62.0,0.215,1,28.0,213.0,996.0,95.9,5.8,16.760313034057617,52.400001525878906,0.0,324.17449951171875,803,803,1,train
12871,81.6,70.6,71.1,0.0,0,9.9,166.0,1011.6,0.0,9.9,0.5433076024055481,25.100000381469727,0.0,10.449462890625,51,51,1,val
12454,88.4,71.9,78.1,0.0,0,5.4,171.0,1017.7,42.4,9.9,12.883625030517578,56.70000076293945,0.0,380.2608642578125,539,539,1,train
2165,82.1,68.7,70.9,0.0,0,12.6,221.0,1012.4,12.4,9.9,6.309124946594238,51.0,0.0,183.5965576171875,328,328,1,train
855,81.6,41.0,55.6,0.0,0,12.6,291.0,1004.8,9.6,9.9,10.533374786376953,47.5,0.0,142.2301025390625,829,829,1,val
12479,64.5,72.6,55.5,0.0,0,7.7,88.0,1017.3,87.4,9.9,0.0,0.0,0.0,0.0,0,0,1,train
4847,95.9,55.6,77.5,0.0,0,0.0,2.0,1013.2,50.0,9.9,1.6563142538070679,41.10000228881836,0.0,42.632911682128906,125,125,1,train
6092,86.1,20.6,41.1,0.0,0,12.8,290.0,1011.0,50.0,9.9,10.928437232971191,38.60000228881836,0.0,136.02700805664062,842,842,1,train
14247,73.7,70.5,63.5,0.003,1,9.3,177.0,1007.9,84.3,8.9,0.0,0.0,0.0,0.0,0,0,1,train
4823,96.3,50.5,75.0,0.0,0,5.5,26.0,1013.3,50.0,9.9,4.9233198165893555,50.29999923706055,0.0,123.52699279785156,321,321,1,train
12381,92.1,57.3,74.9,0.0,0,10.9,227.0,1012.4,43.6,9.9,2.342937707901001,45.0,0.0,70.56634521484375,124,124,1,train
14683,72.7,70.8,62.7,0.0,0,20.8,186.0,1004.9,89.9,9.9,0.024562502279877663,19.80000114440918,0.0,0.3662530183792114,3,3,1,test
1117,64.8,59.7,50.5,0.013,1,17.9,200.0,999.8,63.8,9.5,29.991811752319336,41.0,0.0,56.79345703125,1586,1586,1,train
7284,87.0,58.7,70.8,0.0,0,7.4,178.0,1012.0,58.8,9.9,15.769250869750977,56.70000076293945,0.0,222.99046325683594,998,998,1,train
2163,84.2,59.9,68.8,0.0,0,16.7,284.0,1012.2,14.0,9.9,0.0,0.0,0.0,0.0,0,0,1,val
6481,92.1,50.3,70.9,0.0,0,9.2,241.0,1018.0,27.2,9.9,1.2470625638961792,33.60000228881836,0.0,22.951078414916992,117,117,1,train
10899,78.2,86.9,74.0,0.0,0,11.0,224.0,1006.0,97.8,9.9,0.7618125081062317,26.200000762939453,0.0,11.273748397827148,91,91,1,train
10071,89.2,57.7,72.3,0.0,0,4.0,272.0,1013.0,33.8,9.9,1.456437587738037,39.5,0.0,32.756187438964844,117,117,1,train
2945,80.0,56.8,63.3,0.037,1,20.0,232.0,1015.8,95.2,7.8,0.0,0.0,0.0,0.0,0,0,1,train
3280,75.2,80.0,68.6,0.0,0,16.1,200.0,1015.0,22.6,9.9,4.5250630378723145,48.60000228881836,0.0,106.7859878540039,300,300,1,train
15046,70.3,58.0,54.9,0.0,0,21.7,162.0,989.0,23.5,9.9,0.0,0.0,0.0,0.0,0,0,1,train
13518,80.9,59.0,65.2,0.0,0,5.5,320.0,1016.9,66.7,9.9,2.121000051498413,51.5,0.0,89.56493377685547,77,77,1,test
791,68.8,74.2,60.3,0.009,1,8.7,162.0,1009.0,83.2,9.9,31.393938064575195,48.5,0.0,36.81908416748047,1573,1573,1,train
1297,72.1,79.5,65.4,0.06,1,1.3,357.0,1014.4,100.0,8.7,26.246065139770508,53.20000076293945,0.0,289.1801452636719,1259,1259,1,train
9712,91.5,55.8,73.5,0.0,0,5.8,130.0,1014.2,29.1,9.9,7.520875453948975,53.79999923706055,0.0,210.82144165039062,368,368,1,train
3060,89.0,41.2,62.3,0.0,0,15.6,206.0,1008.9,12.9,9.9,0.0,0.0,0.0,0.0,0,0,1,train
6675,95.7,24.4,53.6,0.0,0,7.4,222.0,1011.9,18.3,9.9,1.1644375324249268,42.79999923706055,0.0,31.40478515625,77,77,1,train
7717,82.3,26.8,44.8,0.0,0,12.1,30.0,1015.4,0.0,9.9,0.930437445640564,16.80000114440918,0.0,11.756256103515625,111,111,1,val
13668,74.0,50.0,54.2,0.0,0,3.7,351.0,1009.4,97.7,9.9,0.47600001096725464,27.600000381469727,0.0,7.011411666870117,58,58,1,train
15227,74.1,52.6,55.7,0.0,0,28.5,185.0,996.5,89.0,9.9,7.194687366485596,24.399999618530273,0.0,51.03353500366211,965,965,1,val
15254,62.8,80.8,56.8,0.001,1,13.1,141.0,991.3,94.0,9.6,16.82981300354004,38.400001525878906,0.0,95.88301086425781,1296,1296,1,train
4141,77.0,87.9,73.1,0.0,0,16.1,111.0,1003.0,0.6,9.9,0.29237499833106995,33.20000076293945,0.0,6.753892421722412,22,22,1,train
9518,66.8,89.9,63.8,0.0,0,3.6,89.0,1015.1,100.0,9.9,15.966813087463379,57.79999923706055,0.0,305.60577392578125,898,898,1,train
679,67.9,79.8,61.5,0.0,0,15.9,220.0,998.2,89.7,9.9,0.0,0.0,0.0,0.0,0,0,1,train
11796,73.4,79.3,66.6,0.0,0,5.6,87.0,1024.4,89.0,9.9,15.619250297546387,52.900001525878906,0.0,353.0228271484375,712,712,1,val
12960,88.2,55.9,70.4,0.0,0,15.5,227.0,1012.5,61.7,9.9,0.21549999713897705,29.399999618530273,0.0,5.018984794616699,15,15,1,train
8440,73.2,48.3,52.5,0.0,0,9.5,116.0,1014.1,8.7,9.9,17.135000228881836,45.900001525878906,0.0,167.3603057861328,1100,1100,1,train
1613,83.0,64.1,69.6,0.0,0,11.9,157.0,999.4,6.1,9.9,38.75806427001953,59.29999923706055,8.199999809265137,98.27043914794922,1600,1600,1,test
6975,94.8,43.2,69.0,0.0,0,4.6,57.0,1012.1,85.3,9.9,0.0,0.0,0.0,0.0,0,0,1,train
10331,85.7,74.5,76.7,0.0,0,1.8,51.0,1007.2,5.0,9.9,26.490938186645508,60.29999923706055,0.0,476.7261657714844,1020,1020,1,train
14406,53.9,63.9,42.0,0.0,0,11.2,120.0,999.8,67.7,9.9,0.0,0.0,0.0,0.0,0,0,1,train
1938,79.9,83.5,74.4,0.082,1,9.9,190.0,1007.7,91.3,8.7,39.09562683105469,51.10000228881836,0.0,79.62113952636719,1557,1557,1,train
1260,68.0,76.1,60.2,0.0,0,16.0,160.0,1013.1,100.0,9.9,15.497751235961914,41.0,0.0,234.0398406982422,869,869,1,train
1407,73.3,93.5,71.3,0.015,1,7.1,126.0,1013.4,59.5,9.4,0.18481792509555817,17.899999618530273,0.0,2.3102564811706543,35,35,1,train
5019,62.4,95.5,61.1,0.129,1,0.1,356.0,1013.2,88.9,9.9,28.892250061035156,40.20000076293945,20.399999618530273,7.243615627288818,1600,1600,1,train
5867,91.0,41.3,64.3,0.0,0,11.6,187.0,999.1,10.8,9.9,0.8106875419616699,37.5,0.0,15.01578140258789,75,75,1,test
3224,70.2,91.5,67.6,0.008,1,5.3,307.0,1013.7,60.2,9.4,10.801438331604004,52.79999923706055,0.0,236.9475555419922,586,586,1,train
12276,75.3,85.6,70.7,0.0,0,6.0,114.0,1008.2,0.0,9.9,0.281437486410141,17.100000381469727,0.0,3.0358364582061768,44,44,1,train
8203,88.3,60.2,72.7,0.0,0,7.0,276.0,1022.4,47.2,9.9,16.186811447143555,57.79999923706055,0.0,347.4368896484375,774,774,1,train
1275,69.3,80.6,63.1,0.0,0,12.7,165.0,1014.6,100.0,9.9,14.72393798828125,45.29999923706055,0.0,133.60377502441406,1132,1132,1,val
11504,85.3,67.4,73.3,0.0,0,2.7,124.0,1016.0,0.0,9.9,3.6593124866485596,49.79999923706055,0.0,100.21630096435547,228,228,1,train
12663,89.9,58.2,73.3,0.0,0,6.5,18.0,1017.7,87.8,9.9,4.235187530517578,53.70000076293945,0.0,126.0711898803711,240,240,1,test
11893,85.9,56.7,68.8,0.0,0,5.4,244.0,1017.3,92.3,9.9,14.869437217712402,53.5,0.0,286.6069030761719,782,782,1,train
2698,76.3,71.4,66.4,0.0,0,18.2,113.0,1009.4,95.1,9.6,6.7673749923706055,45.5,0.0,177.3009796142578,335,335,1,train
4854,96.5,42.0,69.7,0.0,0,3.9,84.0,1012.0,3.5,9.9,0.0,0.0,0.0,0.0,0,0,1,val
14583,60.9,97.2,60.1,0.055,1,24.0,172.0,995.9,100.0,3.2,32.534000396728516,46.900001525878906,25.80000114440918,5.939632415771484,1600,1600,1,train
2499,74.3,79.9,67.6,0.012,1,7.2,217.0,1010.7,89.0,9.9,1.436000108718872,38.70000076293945,0.0,23.42001724243164,153,153,1,train
12449,97.1,34.0,64.1,0.0,0,11.4,100.0,1016.9,0.0,9.9,0.0,0.0,0.0,0.0,0,0,1,test
2592,88.2,21.0,43.4,0.0,0,16.3,188.0,1009.0,0.0,9.9,0.26887500286102295,22.30000114440918,0.0,3.557943344116211,38,38,1,train
8122,90.0,24.4,48.8,0.0,0,20.8,330.0,1011.6,0.0,9.9,0.0,0.0,0.0,0.0,0,0,1,train
3105,90.4,43.4,65.2,0.0,0,9.0,218.0,1011.6,31.2,9.5,0.0,0.0,0.0,0.0,0,0,1,test
6453,92.7,45.3,68.5,0.0,0,11.8,207.0,1019.5,54.9,9.9,1.1652499437332153,35.79999923706055,0.0,26.003355026245117,86,86,1,test
8682,90.7,34.7,59.1,0.0,0,11.8,164.0,1008.8,0.0,9.9,14.914937973022461,61.70000076293945,0.0,239.52796936035156,986,986,1,train
15416,70.5,66.8,58.9,0.0,0,31.2,185.0,997.0,65.0,9.9,7.057312488555908,44.0,0.0,125.20152282714844,550,550,1,test
10023,93.2,49.2,71.4,0.0,0,6.8,303.0,1015.3,82.0,9.9,8.018424034118652,52.0,0.0,233.27720642089844,505,505,1,train
4774,83.1,62.8,69.1,0.0,0,2.3,237.0,1013.0,0.0,9.9,2.285400629043579,30.200000762939453,0.0,40.09394836425781,322,322,1,train
4308,89.9,56.2,72.2,0.002,1,2.7,290.0,1011.0,34.9,9.9,7.675670623779297,48.70000076293945,0.0,184.0882110595703,436,436,1,train
13494,78.2,67.8,66.7,0.0,0,1.9,353.0,1018.5,99.2,9.7,5.131812572479248,52.5,0.0,118.01081848144531,349,349,1,val
12835,91.9,46.1,68.3,0.0,0,5.6,157.0,1021.5,4.1,9.9,3.2031872272491455,54.29999923706055,0.0,75.89380645751953,218,218,1,train
10964,87.6,61.6,72.8,0.0,0,16.6,223.0,1016.2,28.5,6.5,13.81974983215332,50.60000228881836,0.0,183.05154418945312,1029,1029,1,train
6170,89.9,61.6,74.9,0.0,0,4.7,130.0,1007.3,29.0,9.9,6.808375358581543,53.10000228881836,0.0,198.0566864013672,349,349,1,test
6121,97.0,21.7,51.5,0.0,0,14.6,185.0,1004.8,0.0,9.9,7.44431209564209,46.79999923706055,0.0,131.1255340576172,539,539,1,train
10242,77.4,62.2,63.4,0.0,0,6.2,189.0,1017.5,100.0,9.9,5.813000679016113,50.5,0.0,168.3023223876953,308,308,1,test
11665,80.1,76.8,72.2,0.0,0,3.4,229.0,1023.5,0.0,9.9,0.36818748712539673,33.20000076293945,0.0,8.03918170928955,31,31,1,val
3283,80.0,67.0,68.1,0.0,0,7.0,180.0,1013.5,49.9,9.9,1.2201875448226929,39.900001525878906,0.0,26.116735458374023,95,95,1,train
4737,78.8,73.4,69.6,0.0,0,0.0,0.0,1012.5,0.0,9.9,0.0,0.0,0.0,0.0,0,0,1,train
11268,89.8,57.8,72.9,0.0,0,1.3,0.0,1021.4,0.0,9.9,14.563437461853027,59.400001525878906,0.0,282.49884033203125,824,824,1,train
889,70.8,82.7,65.2,0.127,1,13.1,299.0,1006.4,95.5,8.5,20.428937911987305,51.900001525878906,0.0,353.9079284667969,973,973,1,val
15273,65.4,79.0,58.7,0.0,0,19.4,171.0,993.4,97.8,9.9,0.32218751311302185,20.5,0.0,5.429901599884033,31,31,1,train
9225,89.2,67.0,76.8,0.0,0,10.7,352.0,1017.6,55.5,9.9,31.05181121826172,54.20000076293945,0.0,259.78179931640625,1364,1364,1,train
7537,84.7,71.3,74.4,0.0,0,0.5,14.0,1013.7,89.0,6.5,2.174499988555908,35.900001525878906,0.0,35.3925895690918,214,214,1,val
416,56.4,65.4,44.9,0.0,0,5.1,109.0,1019.7,94.8,9.7,0.02796674147248268,12.90000057220459,0.0,0.3008732497692108,7,7,1,test
4957,71.8,75.3,63.6,0.0,0,7.0,114.0,1005.7,41.0,9.9,0.0,0.0,0.0,0.0,0,0,1,train
983,69.2,89.4,65.9,0.0,0,17.2,130.0,1009.5,25.0,6.2,3.733562707901001,53.60000228881836,0.0,114.57097625732422,203,203,1,train
5214,88.1,31.3,53.9,0.0,0,15.0,150.0,1002.1,0.0,9.9,14.048249244689941,54.29999923706055,0.0,297.1961364746094,738,738,1,val
9714,92.1,58.0,75.2,0.0,0,3.0,33.0,1013.4,51.8,8.1,12.550875663757324,55.400001525878906,0.0,307.587890625,593,593,1,train
5093,90.8,44.1,66.0,0.0,0,8.9,47.0,1007.6,0.0,9.9,10.080374717712402,50.400001525878906,0.0,157.5090789794922,736,736,1,train
13646,79.7,55.6,62.4,0.0,0,12.6,165.0,1007.8,0.0,9.9,2.1303751468658447,21.80000114440918,0.0,24.006319046020508,291,291,1,val
12255,90.7,61.3,75.6,0.0,0,6.3,137.0,1015.2,14.3,9.9,6.4670586585998535,52.900001525878906,0.0,179.1546173095703,569,569,1,train
9274,83.9,70.5,73.2,0.0,0,7.9,209.0,1006.4,0.0,6.8,8.794000625610352,47.79999923706055,0.0,153.7453155517578,685,685,1,train
8506,83.9,67.4,71.9,0.0,0,7.9,175.0,1018.9,70.6,9.9,7.263187408447266,60.5,0.0,253.90499877929688,360,360,1,val
14481,70.2,83.6,65.0,0.089,1,6.9,253.0,1015.4,100.0,6.9,16.663436889648438,28.399999618530273,0.0,55.30105972290039,1406,1406,1,train
5559,88.3,49.4,67.0,0.0,0,7.2,223.0,1006.4,85.2,9.9,19.155061721801758,39.900001525878906,0.0,274.3440246582031,951,951,1,train
14292,77.6,73.2,68.4,0.0,0,22.5,163.0,1001.7,96.4,9.9,0.0,0.0,0.0,0.0,0,0,1,test
9362,91.3,36.2,60.8,0.0,0,2.0,72.0,1017.5,0.1,9.9,0.01587500050663948,25.399999618530273,0.0,0.402972936630249,1,1,1,train
13973,89.1,49.9,68.0,0.0,0,19.9,180.0,1000.6,88.8,9.9,0.3268750011920929,21.100000381469727,0.0,4.298415184020996,41,41,1,train
5400,74.7,90.1,71.6,0.0,0,1.9,103.0,1001.2,100.0,9.9,4.985755920410156,44.900001525878906,0.0,111.20333099365234,371,371,1,test
7434,88.9,50.5,68.1,0.0,0,7.9,273.0,1011.4,22.1,9.9,0.0,0.0,0.0,0.0,0,0,1,train
470,77.8,72.1,68.1,0.002,1,6.1,261.0,1009.5,86.7,9.0,5.876312255859375,37.29999923706055,0.0,83.60713195800781,535,535,1,test
10996,93.8,49.4,72.0,0.0,0,7.1,211.0,1017.8,0.0,9.9,19.31537628173828,55.20000076293945,0.0,282.5566101074219,1077,1077,1,test
7176,96.1,38.4,66.7,0.0,0,10.8,250.0,1012.6,29.2,9.9,0.0,0.0,0.0,0.0,0,0,1,train
11960,73.2,92.2,70.8,0.09,1,8.5,115.0,1018.1,97.1,5.4,17.659875869750977,49.20000076293945,0.0,136.4718017578125,1205,1205,1,train
12209,82.7,67.8,71.0,0.0,0,0.1,1.0,1012.1,0.6,9.9,1.086937427520752,52.0,0.0,37.853694915771484,55,55,1,train
7417,81.3,61.0,66.6,0.0,0,1.0,347.0,1013.6,23.3,9.6,7.172624588012695,56.29999923706055,0.0,157.62425231933594,512,512,1,train
9740,87.9,62.3,73.4,0.0,0,3.4,309.0,1015.2,0.4,9.9,10.805624961853027,54.400001525878906,0.0,316.39691162109375,482,482,1,train
10553,90.9,52.3,71.0,0.0,0,7.6,189.0,1019.3,50.6,9.9,1.642187476158142,51.0,0.0,54.93427658081055,91,91,1,val
9477,79.4,62.1,65.3,0.0,0,7.0,49.0,1011.1,3.1,9.9,26.297685623168945,44.79999923706055,14.600000381469727,9.138976097106934,1600,1600,1,train
10826,79.7,81.4,73.5,0.0,0,12.9,219.0,1013.8,15.3,9.9,0.0,0.0,0.0,0.0,0,0,1,val
4202,87.9,48.9,66.3,0.0,0,9.2,260.0,1009.8,0.0,9.9,0.0,0.0,0.0,0.0,0,0,1,val
6547,83.9,67.0,71.8,0.07,1,9.3,202.0,1018.0,92.0,8.2,22.500877380371094,37.10000228881836,0.0,115.80413818359375,1348,1348,1,train
7298,89.2,53.3,70.0,0.0,0,3.8,128.0,1015.4,75.5,9.7,10.53068733215332,55.0,0.0,335.3857727050781,441,441,1,train
748,71.4,50.2,52.0,0.0,0,20.8,92.0,997.7,85.0,9.9,0.0638125017285347,11.699999809265137,0.0,0.6119967103004456,11,11,1,val
13029,76.5,75.8,68.3,0.0,0,6.5,86.0,1011.9,0.0,9.9,3.704000234603882,49.60000228881836,0.0,83.01455688476562,259,259,1,train
9514,73.8,81.1,67.6,0.0,0,5.1,202.0,1013.6,0.0,9.9,0.0,0.0,0.0,0.0,0,0,1,train
3598,84.5,11.3,24.8,0.0,0,14.9,260.0,1008.1,29.6,9.9,0.4337500035762787,15.100000381469727,0.0,4.78419828414917,62,62,1,train
12733,70.1,89.5,66.8,0.0,0,5.8,40.0,1009.9,0.0,8.7,1.3576250076293945,46.0,0.0,38.47175598144531,86,86,1,test
4128,82.8,57.1,66.1,0.0,0,16.0,153.0,1002.6,88.0,9.9,0.0,0.0,0.0,0.0,0,0,1,train
425,75.3,40.8,49.9,0.0,0,3.8,102.0,1019.6,68.3,9.9,14.508313179016113,44.60000228881836,0.0,209.2078094482422,883,883,1,val
1442,69.1,97.0,68.2,0.159,1,6.2,38.0,1007.1,71.3,9.7,3.7002501487731934,50.20000076293945,0.0,59.9084587097168,400,400,1,train
678,64.2,87.4,60.4,0.0,0,6.9,263.0,998.0,98.7,8.6,0.0,0.0,0.0,0.0,0,0,1,val
6788,79.4,74.7,70.7,0.0,0,4.4,155.0,1011.2,89.0,9.9,29.829687118530273,53.5,0.0,162.09312438964844,1481,1481,1,train
12351,92.8,51.9,72.5,0.0,0,8.7,221.0,1012.9,78.8,9.9,0.009999999776482582,8.0,0.0,0.07989998906850815,2,2,1,train
3821,83.0,67.0,71.0,0.014,1,7.3,286.0,1016.3,72.8,8.2,1.2936875820159912,50.5,0.0,50.452415466308594,55,55,1,test
9791,76.8,82.0,70.9,0.0,0,6.4,229.0,1010.9,0.0,9.3,6.821125507354736,27.200000762939453,0.0,62.80329513549805,785,785,1,train
1707,73.9,90.9,71.0,0.0,0,5.9,153.0,1004.9,22.0,5.8,16.141502380371094,59.29999923706055,0.0,398.25909423828125,710,710,1,train
11767,87.7,55.3,69.6,0.0,0,7.6,226.0,1017.1,47.7,9.9,0.0,0.0,0.0,0.0,0,0,1,train
10709,80.4,88.3,76.7,0.0,0,6.3,227.0,1013.8,15.7,9.9,0.8073750138282776,40.10000228881836,0.0,19.94822120666504,55,55,1,train
6737,84.0,62.1,69.6,0.0,0,5.2,142.0,1013.3,69.6,9.9,0.0,0.0,0.0,0.0,0,0,1,train
13898,74.3,74.1,65.5,0.0,0,6.6,100.0,1017.4,63.4,9.9,4.7220001220703125,49.0,0.0,105.38259887695312,321,321,1,val
14965,75.7,53.4,57.6,0.0,0,40.8,190.0,993.7,50.0,9.9,0.12943750619888306,27.0,0.0,2.756789445877075,10,10,1,train
3439,83.0,81.4,76.7,0.0,0,4.6,112.2,1010.0,70.1,14.9,0.0,0.0,0.0,0.0,0,0,1,train
9680,76.6,75.5,68.3,0.0,0,4.6,222.0,1015.7,76.4,9.9,0.0,0.0,0.0,0.0,0,0,1,train
4782,77.2,51.4,57.9,0.0,0,14.3,205.0,1010.3,12.9,9.9,8.800000190734863,50.0,0.0,185.24038696289062,557,557,1,train
13074,86.5,61.2,71.5,0.0,0,13.9,179.0,1009.7,61.2,9.9,6.995375156402588,24.80000114440918,0.0,58.4221076965332,795,795,1,train
3445,75.4,27.5,39.6,0.0,0,11.4,171.0,1016.6,13.7,9.9,0.0,0.0,0.0,0.0,0,0,1,val
6823,82.5,69.6,71.6,0.0,0,7.6,121.0,1009.5,42.2,9.9,8.921375274658203,51.20000076293945,0.0,199.1142578125,511,511,1,train
6972,85.7,31.9,52.4,0.0,0,8.1,71.0,1012.1,89.2,9.9,0.987500011920929,40.0,0.0,24.076343536376953,69,69,1,train
10631,91.6,61.4,76.5,0.0,0,15.7,207.0,1009.3,77.7,9.9,7.6476874351501465,52.70000076293945,0.0,183.6971435546875,468,468,1,val
4517,83.8,55.8,66.3,0.0,0,2.1,43.0,1009.5,40.1,8.2,19.852312088012695,62.70000076293945,0.0,451.0164794921875,842,842,1,train
15019,74.4,55.8,57.6,0.0,0,35.4,197.0,992.5,69.7,8.7,0.0,0.0,0.0,0.0,0,0,1,val
10006,68.5,90.0,65.5,0.004,1,11.1,184.0,1006.0,100.0,9.5,10.989749908447266,58.60000228881836,0.0,328.25164794921875,482,482,1,test
7853,83.9,72.4,74.0,0.0,0,5.8,90.0,1009.7,88.3,9.9,0.7595000267028809,33.10000228881836,0.0,15.025835990905762,75,75,1,train
7638,90.9,26.9,52.3,0.0,0,15.1,174.0,1007.8,3.5,9.9,12.128625869750977,56.60000228881836,0.0,280.10894775390625,652,652,1,train
6158,81.6,71.9,71.6,0.0,0,8.9,117.0,1007.7,19.7,9.9,0.16568750143051147,23.0,0.0,2.84149169921875,16,16,1,val
10961,95.0,42.9,68.9,0.0,0,7.8,239.0,1018.9,67.4,9.9,14.814188003540039,56.0,0.0,247.36834716796875,858,858,1,train
10173,71.1,76.8,63.5,0.0,0,7.6,187.0,1023.9,51.2,9.9,0.2601875066757202,26.899999618530273,0.0,4.386959075927734,30,30,1,train
7010,82.0,65.4,69.3,0.0,0,16.9,262.0,1014.1,89.0,9.9,16.751811981201172,56.0,0.0,266.918212890625,1054,1054,1,train
11966,97.6,21.2,51.5,0.0,0,21.1,193.0,996.3,0.0,9.4,9.124062538146973,46.900001525878906,0.0,139.1461181640625,686,686,1,val
10617,89.2,59.1,73.0,0.0,0,9.0,196.0,1017.1,18.2,9.9,5.2861247062683105,51.900001525878906,0.0,176.09976196289062,245,245,1,train
7739,86.4,67.6,74.4,0.0,0,5.5,95.0,1010.6,2.2,9.9,3.8554224967956543,31.80000114440918,0.0,61.53237533569336,1616,1616,1,train
2478,81.3,72.4,71.5,0.0,0,9.5,213.0,1007.9,92.3,9.5,0.7459375262260437,25.899999618530273,0.0,12.994134902954102,75,75,1,train
8459,81.0,67.0,69.0,0.0,0,9.8,175.0,1018.9,43.6,9.9,16.230501174926758,57.70000076293945,0.0,425.1513977050781,655,655,1,val
1874,80.6,55.0,62.9,0.0,0,4.0,204.0,1008.6,42.4,9.9,8.208187103271484,50.60000228881836,0.0,197.61441040039062,467,467,1,val
1056,65.9,72.1,56.7,0.0,0,12.0,142.0,1012.9,46.4,9.9,28.610624313354492,66.30000305175781,0.0,288.2703857421875,1404,1404,1,train
5244,92.9,10.7,29.9,0.0,0,0.0,360.0,1014.7,0.0,9.9,4.909937381744385,49.5,0.0,118.83197021484375,342,342,1,train
5643,91.2,58.1,74.4,0.0,0,10.1,239.0,1018.4,50.0,9.9,19.928874969482422,52.5,0.0,287.6360168457031,1061,1061,1,test
4788,78.3,49.3,57.8,0.0,0,12.4,229.0,1009.7,51.6,9.9,3.7939374446868896,39.70000076293945,0.0,69.54837799072266,318,318,1,train
13364,75.9,60.4,61.2,0.0,0,13.0,292.0,1005.5,83.9,9.9,0.07768749445676804,11.199999809265137,0.0,0.7106586694717407,14,14,1,val
7881,77.1,90.4,74.0,0.012,1,4.7,110.0,1013.9,89.7,9.9,10.600186347961426,31.200000762939453,0.0,85.97222900390625,1003,1003,1,train
13099,73.5,99.7,73.4,0.012,1,4.7,80.0,1012.1,99.9,9.9,22.389814376831055,51.79999923706055,0.0,90.15865325927734,1514,1514,1,test
4238,91.1,50.3,70.1,0.0,0,0.0,359.0,1010.9,49.8,9.9,8.612125396728516,49.400001525878906,0.0,194.70205688476562,524,524,1,train
9581,83.1,42.3,57.8,0.0,0,11.3,260.0,1011.1,0.0,9.9,0.0,0.0,0.0,0.0,0,0,1,train
12191,85.9,21.7,42.3,0.0,0,26.4,170.0,1000.5,69.6,9.9,0.25200000405311584,26.5,0.0,4.737358093261719,23,23,1,train
300,70.2,87.4,66.3,0.005,1,8.5,182.0,1010.6,86.6,9.6,0.10318751633167267,19.5,0.0,1.40238356590271,14,14,1,train
10140,87.4,69.4,76.1,0.0,0,6.5,201.0,1009.8,89.4,9.9,4.069187641143799,23.700000762939453,0.0,48.9742317199707,425,425,1,train
12704,74.0,84.8,69.1,0.011,1,0.1,8.0,1014.4,27.1,9.9,11.242812156677246,56.29999923706055,0.0,263.3904724121094,615,615,1,train
5640,78.2,89.7,74.9,0.051,1,5.8,220.0,1007.9,99.9,9.9,17.963438034057617,54.29999923706055,0.0,344.716796875,815,815,1,train
13137,81.0,86.8,76.7,0.005,1,12.4,128.0,1003.0,90.2,8.9,28.143936157226562,46.79999923706055,0.0,100.99787139892578,1504,1504,1,train
10219,84.0,56.8,67.0,0.0,0,9.9,178.0,1010.0,50.0,9.9,4.121624946594238,30.700000762939453,0.0,63.467559814453125,380,380,1,train
15094,70.9,60.2,56.4,0.0,0,32.1,176.0,990.6,20.0,9.3,0.0,0.0,0.0,0.0,0,0,1,train
3073,77.4,61.8,63.3,0.004,1,11.9,231.0,1014.7,64.2,9.9,0.1589374989271164,19.700000762939453,0.0,2.4016332626342773,17,17,1,train
5266,78.5,75.7,70.2,0.13,1,13.1,185.0,1006.2,91.5,7.7,13.654873847961426,54.0,0.0,378.8545227050781,584,584,1,train
4245,92.0,53.5,72.7,0.0,0,8.2,148.0,1008.5,75.5,9.9,36.382686614990234,54.70000076293945,0.0,186.67405700683594,1492,1492,1,train
12741,68.9,97.0,68.1,0.0,0,9.6,77.0,1010.4,100.0,2.8,43.230499267578125,62.20000076293945,10.600000381469727,167.8759307861328,1600,1600,1,val
14060,60.2,71.7,51.0,0.0,0,26.4,140.0,1001.4,0.3,9.9,1.42670738697052,25.100000381469727,0.0,18.936203002929688,178,178,1,train
11417,88.0,64.7,74.6,0.0,0,10.5,218.0,1015.1,50.6,9.9,1.59556245803833,51.10000228881836,0.0,50.862518310546875,89,89,1,train
9644,78.3,66.2,66.1,0.0,0,7.7,99.0,1011.3,84.1,9.9,2.8647449016571045,47.29999923706055,0.0,60.77217483520508,266,266,1,test
